"tanggal","provinsi","laki-laki","perempuan","tidak diketahui"
"2021-05-19","NUSA TENGGARA TIMUR",7667,7867,161
"2021-05-25","NUSA TENGGARA TIMUR",7746,7979,161
"2021-05-26","NUSA TENGGARA TIMUR",7763,7983,161
"2021-05-29","NUSA TENGGARA TIMUR",7858,8085,142
"2021-05-31","NUSA TENGGARA TIMUR",7947,8195,118
"2021-06-02","NUSA TENGGARA TIMUR",7975,8236,118
"2021-06-10","NUSA TENGGARA TIMUR",8308,8619,117
"2021-06-12","NUSA TENGGARA TIMUR",8332,8657,115
"2021-06-13","NUSA TENGGARA TIMUR",8355,8694,115
"2021-03-24","PAPUA",9013,8275,1800
"2021-03-28","PAPUA",9158,8471,1800
"2021-04-07","PAPUA",9336,8652,1800
"2021-04-12","PAPUA",9471,8781,1800
"2021-04-15","PAPUA",9510,8817,1800
"2021-04-16","PAPUA",9531,8840,1800
"2021-04-17","PAPUA",9535,8849,1800
"2021-04-18","PAPUA",9539,8851,1800
"2021-04-19","PAPUA",9552,8867,1800
"2021-04-20","PAPUA",9559,8875,1800
"2021-04-21","PAPUA",9570,8888,1800
"2021-04-22","PAPUA",9575,8896,1800
"2021-04-23","PAPUA",9581,8898,1800
"2021-04-24","PAPUA",9583,8901,1800
"2021-04-25","PAPUA",9586,8906,1800
"2021-04-26","PAPUA",9587,8908,1799
"2021-04-27","PAPUA",9597,8912,1799
"2021-04-30","PAPUA",9625,8941,1799
"2021-05-01","PAPUA",9625,8941,1799
"2021-05-02","PAPUA",9625,8941,1799
"2021-05-04","PAPUA",9626,8943,1799
"2021-05-06","PAPUA",9649,8960,1799
"2021-05-08","PAPUA",9649,8961,1801
"2021-05-10","PAPUA",9658,8969,1801
"2021-05-13","PAPUA",9661,8971,1801
"2021-05-14","PAPUA",9661,8971,1801
"2021-05-16","PAPUA",9661,8971,1801
"2021-05-19","PAPUA",9661,8971,1801
"2021-05-25","PAPUA",9673,8987,1801
"2021-05-26","PAPUA",9673,8987,1801
"2021-05-29","PAPUA",9673,8987,1801
"2021-05-31","PAPUA",9673,8987,1801
"2021-06-02","PAPUA",9673,8987,1801
"2021-06-10","PAPUA",9721,9021,1801
"2021-06-12","PAPUA",9761,9031,1801
"2021-06-13","PAPUA",9763,9037,1801
"2021-03-24","PAPUA BARAT",4320,3813,16
"2021-03-28","PAPUA BARAT",4378,3870,16
"2021-04-07","PAPUA BARAT",4461,3975,16
"2021-04-12","PAPUA BARAT",4509,4018,16
"2021-04-15","PAPUA BARAT",4566,4066,16
"2021-04-16","PAPUA BARAT",4578,4082,16
"2021-04-17","PAPUA BARAT",4590,4097,16
"2021-04-18","PAPUA BARAT",4597,4107,16
"2021-04-19","PAPUA BARAT",4600,4112,16
"2021-04-20","PAPUA BARAT",4607,4118,16
"2021-04-21","PAPUA BARAT",4612,4125,16
"2021-04-22","PAPUA BARAT",4623,4144,16
"2021-04-23","PAPUA BARAT",4631,4160,16
"2021-04-24","PAPUA BARAT",4637,4174,16
"2021-04-25","PAPUA BARAT",4638,4176,16
"2021-04-26","PAPUA BARAT",4643,4182,16
"2021-04-27","PAPUA BARAT",4664,4199,16
"2021-04-30","PAPUA BARAT",4698,4228,16
"2021-05-01","PAPUA BARAT",4717,4241,16
"2021-05-02","PAPUA BARAT",4722,4248,16
"2021-05-04","PAPUA BARAT",4733,4259,16
"2021-05-06","PAPUA BARAT",4746,4279,16
"2021-05-08","PAPUA BARAT",4766,4299,16
"2021-05-10","PAPUA BARAT",4774,4305,16
"2021-05-13","PAPUA BARAT",4794,4331,16
"2021-05-14","PAPUA BARAT",4795,4333,16
"2021-05-16","PAPUA BARAT",4800,4339,16
"2021-05-19","PAPUA BARAT",4810,4356,16
"2021-05-25","PAPUA BARAT",4846,4388,17
"2021-05-26","PAPUA BARAT",4852,4396,17
"2021-05-29","PAPUA BARAT",4865,4412,17
"2021-05-31","PAPUA BARAT",4877,4422,17
"2021-06-02","PAPUA BARAT",4884,4429,17
"2021-06-10","PAPUA BARAT",4932,4473,17
"2021-06-12","PAPUA BARAT",4944,4489,17
"2021-06-13","PAPUA BARAT",4948,4499,17
"2021-03-24","RIAU",17228,16623,14
"2021-03-28","RIAU",17484,16893,14
"2021-04-07","RIAU",18314,17680,14
"2021-04-12","RIAU",18820,18307,14
"2021-04-15","RIAU",19233,18751,14
"2021-04-16","RIAU",19350,18869,14
"2021-04-17","RIAU",19490,19049,14
"2021-04-18","RIAU",19649,19220,14
"2021-04-19","RIAU",19746,19350,14
"2021-04-20","RIAU",19924,19582,14
"2021-04-21","RIAU",20164,19802,14
"2021-04-22","RIAU",20377,20008,14
"2021-04-23","RIAU",20627,20235,14
"2021-04-24","RIAU",20820,20463,14
"2021-04-25","RIAU",21023,20664,14
"2021-04-26","RIAU",21336,20965,14
"2021-04-27","RIAU",21534,21150,14
"2021-04-30","RIAU",22325,21937,15
"2021-05-01","RIAU",22515,22124,15
"2021-05-02","RIAU",22786,22436,15
"2021-05-04","RIAU",23184,22861,16
"2021-05-06","RIAU",23749,23386,16
"2021-05-08","RIAU",24371,24045,16
"2021-05-10","RIAU",24886,24535,16
"2021-05-13","RIAU",25708,25336,16
"2021-05-14","RIAU",25771,25385,16
"2021-05-16","RIAU",26035,25622,16
"2021-05-19","RIAU",26563,26117,16
"2021-05-25","RIAU",28210,27942,15
"2021-05-26","RIAU",28574,28317,15
"2021-05-29","RIAU",29472,29384,15
"2021-05-31","RIAU",30037,30018,15
"2021-06-02","RIAU",30528,30594,15
"2021-06-10","RIAU",32201,32427,15
"2021-06-12","RIAU",32562,32841,15
"2021-06-13","RIAU",32712,33013,15
"2021-03-24","SULAWESI BARAT",2388,2968,2
"2021-03-28","SULAWESI BARAT",2390,2971,2
"2021-04-07","SULAWESI BARAT",2395,2978,2
"2021-04-12","SULAWESI BARAT",2403,2985,2
"2021-04-15","SULAWESI BARAT",2406,2990,2
"2021-04-16","SULAWESI BARAT",2408,2992,2
"2021-04-17","SULAWESI BARAT",2408,2993,2
"2021-04-18","SULAWESI BARAT",2409,2993,2
"2021-04-19","SULAWESI BARAT",2411,2995,2
"2021-04-20","SULAWESI BARAT",2415,2997,2
"2021-04-21","SULAWESI BARAT",2417,3005,2
"2021-04-22","SULAWESI BARAT",2418,3011,2
"2021-04-23","SULAWESI BARAT",2419,3012,2
"2021-04-24","SULAWESI BARAT",2421,3013,2
"2021-04-25","SULAWESI BARAT",2424,3016,2
"2021-04-26","SULAWESI BARAT",2424,3016,2
"2021-04-27","SULAWESI BARAT",2424,3017,2
"2021-04-30","SULAWESI BARAT",2426,3019,2
"2021-05-01","SULAWESI BARAT",2428,3020,2
"2021-05-02","SULAWESI BARAT",2438,3032,2
"2021-05-04","SULAWESI BARAT",2439,3033,2
"2021-05-06","SULAWESI BARAT",2439,3034,2
"2021-05-08","SULAWESI BARAT",2440,3034,2
"2021-05-10","SULAWESI BARAT",2441,3038,2
"2021-05-13","SULAWESI BARAT",2444,3040,2
"2021-05-14","SULAWESI BARAT",2444,3040,2
"2021-05-16","SULAWESI BARAT",2445,3044,2
"2021-05-19","SULAWESI BARAT",2447,3047,2
"2021-05-25","SULAWESI BARAT",2447,3049,2
"2021-05-26","SULAWESI BARAT",2447,3049,2
"2021-05-29","SULAWESI BARAT",2448,3051,2
"2021-05-31","SULAWESI BARAT",2448,3051,2
"2021-06-02","SULAWESI BARAT",2451,3056,2
"2021-06-10","SULAWESI BARAT",2525,3071,2
"2021-06-12","SULAWESI BARAT",2532,3079,2
"2021-06-13","SULAWESI BARAT",2532,3079,2
"2021-03-24","SULAWESI SELATAN",26882,32148,187
"2021-03-28","SULAWESI SELATAN",26968,32232,186
"2021-04-07","SULAWESI SELATAN",27339,32790,182
"2021-04-12","SULAWESI SELATAN",27520,33011,182
"2021-04-15","SULAWESI SELATAN",27632,33204,182
"2021-04-16","SULAWESI SELATAN",27656,33225,182
"2021-04-17","SULAWESI SELATAN",27669,33247,182
"2021-04-18","SULAWESI SELATAN",27680,33258,182
"2021-04-19","SULAWESI SELATAN",27688,33267,182
"2021-04-20","SULAWESI SELATAN",27711,33322,182
"2021-04-21","SULAWESI SELATAN",27736,33362,182
"2021-04-22","SULAWESI SELATAN",27746,33372,182
"2021-04-23","SULAWESI SELATAN",27763,33383,181
"2021-04-24","SULAWESI SELATAN",27771,33389,181
"2021-04-25","SULAWESI SELATAN",27774,33393,181
"2021-04-26","SULAWESI SELATAN",27785,33396,181
"2021-04-27","SULAWESI SELATAN",27809,33429,181
"2021-04-30","SULAWESI SELATAN",27850,33464,181
"2021-05-01","SULAWESI SELATAN",27855,33484,181
"2021-05-02","SULAWESI SELATAN",27857,33486,181
"2021-05-04","SULAWESI SELATAN",27867,33510,181
"2021-05-06","SULAWESI SELATAN",27873,33527,181
"2021-05-08","SULAWESI SELATAN",27889,33555,181
"2021-05-10","SULAWESI SELATAN",27903,33579,181
"2021-05-13","SULAWESI SELATAN",27917,33604,181
"2021-05-14","SULAWESI SELATAN",27918,33609,181
"2021-05-16","SULAWESI SELATAN",27920,33613,181
"2021-05-19","SULAWESI SELATAN",27940,33674,181
"2021-05-25","SULAWESI SELATAN",28020,33814,181
"2021-05-26","SULAWESI SELATAN",28024,33819,181
"2021-05-29","SULAWESI SELATAN",28058,33868,181
"2021-05-31","SULAWESI SELATAN",28082,33913,181
"2021-06-02","SULAWESI SELATAN",28093,33955,181
"2021-06-10","SULAWESI SELATAN",28307,34099,181
"2021-06-12","SULAWESI SELATAN",28335,34139,181
"2021-06-13","SULAWESI SELATAN",28342,34149,181
"2021-03-24","SULAWESI TENGAH",4863,6148,8
"2021-03-28","SULAWESI TENGAH",4909,6191,8
"2021-04-07","SULAWESI TENGAH",5057,6359,8
"2021-04-12","SULAWESI TENGAH",5125,6446,8
"2021-04-15","SULAWESI TENGAH",5186,6528,8
"2021-04-16","SULAWESI TENGAH",5197,6543,8
"2021-04-17","SULAWESI TENGAH",5221,6589,8
"2021-04-18","SULAWESI TENGAH",5226,6591,8
"2021-04-19","SULAWESI TENGAH",5266,6632,8
"2021-04-20","SULAWESI TENGAH",5268,6645,8
"2021-04-21","SULAWESI TENGAH",5279,6660,8
"2021-04-22","SULAWESI TENGAH",5285,6661,8
"2021-04-23","SULAWESI TENGAH",5299,6685,8
"2021-04-24","SULAWESI TENGAH",5319,6711,8
"2021-04-25","SULAWESI TENGAH",5321,6718,8
"2021-04-26","SULAWESI TENGAH",5343,6735,8
"2021-04-27","SULAWESI TENGAH",5360,6757,8
"2021-04-30","SULAWESI TENGAH",5443,6831,8
"2021-05-01","SULAWESI TENGAH",5453,6841,8
"2021-05-02","SULAWESI TENGAH",5466,6842,8
"2021-05-04","SULAWESI TENGAH",5509,6877,8
"2021-05-06","SULAWESI TENGAH",5548,6914,8
"2021-05-08","SULAWESI TENGAH",5565,6944,8
"2021-05-10","SULAWESI TENGAH",5575,6957,8
"2021-05-13","SULAWESI TENGAH",5641,7016,8
"2021-05-14","SULAWESI TENGAH",5648,7025,8
"2021-05-16","SULAWESI TENGAH",5650,7027,8
"2021-05-19","SULAWESI TENGAH",5671,7045,8
"2021-05-25","SULAWESI TENGAH",5704,7090,8
"2021-05-26","SULAWESI TENGAH",5711,7100,8
"2021-05-29","SULAWESI TENGAH",5737,7134,8
"2021-05-31","SULAWESI TENGAH",5744,7144,8
"2021-06-02","SULAWESI TENGAH",5757,7167,8
"2021-06-10","SULAWESI TENGAH",5813,7232,8
"2021-06-12","SULAWESI TENGAH",5820,7243,8
"2021-06-13","SULAWESI TENGAH",5824,7248,8
"2021-03-24","SULAWESI TENGGARA",4985,5174,66
"2021-03-28","SULAWESI TENGGARA",4996,5187,66
"2021-04-07","SULAWESI TENGGARA",5023,5209,66
"2021-04-12","SULAWESI TENGGARA",5037,5216,66
"2021-04-15","SULAWESI TENGGARA",5040,5219,66
"2021-04-16","SULAWESI TENGGARA",5040,5225,66
"2021-04-17","SULAWESI TENGGARA",5043,5226,66
"2021-04-18","SULAWESI TENGGARA",5053,5228,66
"2021-04-19","SULAWESI TENGGARA",5057,5230,66
"2021-04-20","SULAWESI TENGGARA",5061,5234,66
"2021-04-21","SULAWESI TENGGARA",5062,5234,66
"2021-04-22","SULAWESI TENGGARA",5067,5239,66
"2021-04-23","SULAWESI TENGGARA",5071,5245,66
"2021-04-24","SULAWESI TENGGARA",5073,5246,66
"2021-04-25","SULAWESI TENGGARA",5075,5246,66
"2021-04-26","SULAWESI TENGGARA",5078,5246,66
"2021-04-27","SULAWESI TENGGARA",5083,5247,66
"2021-04-30","SULAWESI TENGGARA",5091,5263,66
"2021-05-01","SULAWESI TENGGARA",5094,5267,66
"2021-05-02","SULAWESI TENGGARA",5094,5267,66
"2021-05-04","SULAWESI TENGGARA",5094,5271,66
"2021-05-06","SULAWESI TENGGARA",5098,5279,66
"2021-05-08","SULAWESI TENGGARA",5103,5281,66
"2021-05-10","SULAWESI TENGGARA",5106,5283,66
"2021-05-13","SULAWESI TENGGARA",5109,5295,66
"2021-05-14","SULAWESI TENGGARA",5109,5295,66
"2021-05-16","SULAWESI TENGGARA",5109,5295,66
"2021-05-19","SULAWESI TENGGARA",5113,5298,66
"2021-05-25","SULAWESI TENGGARA",5123,5307,68
"2021-05-26","SULAWESI TENGGARA",5123,5307,68
"2021-05-29","SULAWESI TENGGARA",5131,5315,66
"2021-05-31","SULAWESI TENGGARA",5134,5320,66
"2021-06-02","SULAWESI TENGGARA",5136,5322,66
"2021-06-10","SULAWESI TENGGARA",5161,5347,66
"2021-06-12","SULAWESI TENGGARA",5169,5353,66
"2021-06-13","SULAWESI TENGGARA",5174,5356,66
"2021-03-24","SULAWESI UTARA",7354,7821,106
"2021-03-28","SULAWESI UTARA",7385,7860,106
"2021-04-07","SULAWESI UTARA",7413,7885,106
"2021-04-12","SULAWESI UTARA",7428,7896,106
"2021-04-15","SULAWESI UTARA",7444,7923,106
"2021-04-16","SULAWESI UTARA",7446,7927,106
"2021-04-17","SULAWESI UTARA",7446,7930,106
"2021-04-18","SULAWESI UTARA",7448,7930,106
"2021-04-19","SULAWESI UTARA",7451,7933,106
"2021-04-20","SULAWESI UTARA",7451,7935,106
"2021-04-21","SULAWESI UTARA",7452,7935,106
"2021-04-22","SULAWESI UTARA",7467,7941,106
"2021-04-23","SULAWESI UTARA",7528,7945,106
"2021-04-24","SULAWESI UTARA",7533,7946,106
"2021-04-25","SULAWESI UTARA",7568,7957,106
"2021-04-26","SULAWESI UTARA",7570,7958,106
"2021-04-27","SULAWESI UTARA",7574,7958,106
"2021-04-30","SULAWESI UTARA",7582,7962,106
"2021-05-01","SULAWESI UTARA",7587,7963,106
"2021-05-02","SULAWESI UTARA",7588,7963,106
"2021-05-04","SULAWESI UTARA",7590,7967,106
"2021-05-06","SULAWESI UTARA",7591,7968,106
"2021-05-08","SULAWESI UTARA",7603,7972,106
"2021-05-10","SULAWESI UTARA",7603,7973,106
"2021-05-13","SULAWESI UTARA",7629,7988,106
"2021-05-14","SULAWESI UTARA",7629,7988,106
"2021-05-16","SULAWESI UTARA",7629,7988,106
"2021-05-19","SULAWESI UTARA",7632,7989,106
"2021-05-25","SULAWESI UTARA",7648,8002,106
"2021-05-26","SULAWESI UTARA",7650,8004,106
"2021-05-29","SULAWESI UTARA",7652,8007,106
"2021-05-31","SULAWESI UTARA",7658,8008,106
"2021-06-02","SULAWESI UTARA",7663,8014,106
"2021-06-10","SULAWESI UTARA",7694,8044,106
"2021-06-12","SULAWESI UTARA",7701,8051,106
"2021-06-13","SULAWESI UTARA",7703,8051,106
"2021-03-24","SUMATERA BARAT",13514,16660,839
"2021-03-28","SUMATERA BARAT",13672,16944,839
"2021-04-07","SUMATERA BARAT",14100,17502,838
"2021-04-12","SUMATERA BARAT",14393,17890,843
"2021-04-15","SUMATERA BARAT",14569,18146,844
"2021-04-16","SUMATERA BARAT",14646,18237,844
"2021-04-17","SUMATERA BARAT",14723,18366,844
"2021-04-18","SUMATERA BARAT",14830,18463,844
"2021-04-19","SUMATERA BARAT",14881,18501,844
"2021-04-20","SUMATERA BARAT",14971,18587,844
"2021-04-21","SUMATERA BARAT",15260,18807,849
"2021-04-22","SUMATERA BARAT",15398,18955,849
"2021-04-23","SUMATERA BARAT",15493,19090,851
"2021-04-24","SUMATERA BARAT",15610,19263,856
"2021-04-25","SUMATERA BARAT",15697,19410,856
"2021-04-26","SUMATERA BARAT",15733,19470,853
"2021-04-27","SUMATERA BARAT",15821,19594,853
"2021-04-30","SUMATERA BARAT",16128,19947,856
"2021-05-01","SUMATERA BARAT",16193,20059,858
"2021-05-02","SUMATERA BARAT",16308,20213,859
"2021-05-04","SUMATERA BARAT",16397,20326,859
"2021-05-06","SUMATERA BARAT",16688,20713,860
"2021-05-08","SUMATERA BARAT",16971,21013,860
"2021-05-10","SUMATERA BARAT",17227,21255,861
"2021-05-13","SUMATERA BARAT",17576,21673,862
"2021-05-14","SUMATERA BARAT",17576,21673,862
"2021-05-16","SUMATERA BARAT",17637,21753,862
"2021-05-19","SUMATERA BARAT",17923,22118,863
"2021-05-25","SUMATERA BARAT",18678,23174,870
"2021-05-26","SUMATERA BARAT",18792,23350,870
"2021-05-29","SUMATERA BARAT",19152,23819,887
"2021-05-31","SUMATERA BARAT",19327,24040,891
"2021-06-02","SUMATERA BARAT",19503,24273,891
"2021-06-10","SUMATERA BARAT",20455,25632,910
"2021-06-12","SUMATERA BARAT",20655,25941,911
"2021-06-13","SUMATERA BARAT",20762,26101,911
"2021-03-24","SUMATERA SELATAN",8632,8227,192
"2021-03-28","SUMATERA SELATAN",8865,8377,201
"2021-04-07","SUMATERA SELATAN",9308,8674,206
"2021-04-12","SUMATERA SELATAN",9521,8839,206
"2021-04-15","SUMATERA SELATAN",9624,8937,206
"2021-04-16","SUMATERA SELATAN",9658,8980,206
"2021-04-17","SUMATERA SELATAN",9721,9043,206
"2021-04-18","SUMATERA SELATAN",9764,9101,206
"2021-04-19","SUMATERA SELATAN",9824,9152,206
"2021-04-20","SUMATERA SELATAN",9873,9195,207
"2021-04-21","SUMATERA SELATAN",9924,9256,207
"2021-04-22","SUMATERA SELATAN",9996,9303,207
"2021-04-23","SUMATERA SELATAN",10038,9362,207
"2021-04-24","SUMATERA SELATAN",10089,9436,207
"2021-04-25","SUMATERA SELATAN",10157,9511,208
"2021-04-26","SUMATERA SELATAN",10197,9570,208
"2021-04-27","SUMATERA SELATAN",10242,9618,208
"2021-04-30","SUMATERA SELATAN",10431,9806,211
"2021-05-01","SUMATERA SELATAN",10498,9886,211
"2021-05-02","SUMATERA SELATAN",10567,9946,212
"2021-05-04","SUMATERA SELATAN",10675,10058,216
"2021-05-06","SUMATERA SELATAN",10805,10187,216
"2021-05-08","SUMATERA SELATAN",10954,10330,216
"2021-05-10","SUMATERA SELATAN",11106,10449,216
"2021-05-13","SUMATERA SELATAN",11281,10599,216
"2021-05-14","SUMATERA SELATAN",11310,10637,216
"2021-05-16","SUMATERA SELATAN",11378,10720,216
"2021-05-19","SUMATERA SELATAN",11500,10847,216
"2021-05-25","SUMATERA SELATAN",11900,11317,218
"2021-05-26","SUMATERA SELATAN",11981,11395,218
"2021-05-29","SUMATERA SELATAN",12192,11654,222
"2021-05-31","SUMATERA SELATAN",12312,11798,222
"2021-06-02","SUMATERA SELATAN",12450,11938,223
"2021-06-10","SUMATERA SELATAN",13002,12539,221
"2021-06-12","SUMATERA SELATAN",13154,12699,221
"2021-06-13","SUMATERA SELATAN",13234,12766,223
"2021-03-24","SUMATERA UTARA",12428,14076,314
"2021-03-28","SUMATERA UTARA",12587,14219,314
"2021-04-07","SUMATERA UTARA",12945,14589,314
"2021-04-12","SUMATERA UTARA",13126,14780,314
"2021-04-15","SUMATERA UTARA",13211,14890,314
"2021-04-16","SUMATERA UTARA",13240,14927,314
"2021-04-17","SUMATERA UTARA",13270,14960,314
"2021-04-18","SUMATERA UTARA",13300,14991,314
"2021-04-19","SUMATERA UTARA",13332,15028,314
"2021-04-20","SUMATERA UTARA",13366,15061,314
"2021-04-21","SUMATERA UTARA",13402,15093,314
"2021-04-22","SUMATERA UTARA",13432,15129,314
"2021-04-23","SUMATERA UTARA",13464,15162,314
"2021-04-24","SUMATERA UTARA",13491,15199,314
"2021-04-25","SUMATERA UTARA",13524,15228,314
"2021-04-26","SUMATERA UTARA",13558,15263,314
"2021-04-27","SUMATERA UTARA",13595,15289,314
"2021-04-30","SUMATERA UTARA",13697,15388,314
"2021-05-01","SUMATERA UTARA",13730,15414,314
"2021-05-02","SUMATERA UTARA",13766,15442,314
"2021-05-04","SUMATERA UTARA",13840,15499,314
"2021-05-06","SUMATERA UTARA",13915,15576,314
"2021-05-08","SUMATERA UTARA",13986,15682,314
"2021-05-10","SUMATERA UTARA",14065,15768,314
"2021-05-13","SUMATERA UTARA",14194,15882,314
"2021-05-14","SUMATERA UTARA",14236,15926,314
"2021-05-16","SUMATERA UTARA",14319,15999,314
"2021-05-19","SUMATERA UTARA",14445,16151,314
"2021-05-25","SUMATERA UTARA",14727,16431,314
"2021-05-26","SUMATERA UTARA",14766,16477,314
"2021-05-29","SUMATERA UTARA",14887,16622,314
"2021-05-31","SUMATERA UTARA",14968,16711,314
"2021-06-02","SUMATERA UTARA",15046,16821,314
"2021-06-10","SUMATERA UTARA",15477,17235,314
"2021-06-12","SUMATERA UTARA",15588,17338,314
"2021-06-13","SUMATERA UTARA",15616,17383,314
"2021-06-10","SUMATERA_SELATAN",4,1,0
"2021-06-12","SUMATERA_SELATAN",4,1,0
