"tanggal","provinsi","kumulatif","dirawat","sembuh","meninggal"
"2021-05-16","NUSA TENGGARA TIMUR",15582,1446,13732,404
"2021-05-19","NUSA TENGGARA TIMUR",15695,1015,14273,407
"2021-05-25","NUSA TENGGARA TIMUR",15886,770,14703,413
"2021-05-26","NUSA TENGGARA TIMUR",15907,790,14703,414
"2021-05-29","NUSA TENGGARA TIMUR",16085,793,14876,416
"2021-05-31","NUSA TENGGARA TIMUR",16260,830,15010,420
"2021-06-02","NUSA TENGGARA TIMUR",16329,843,15066,420
"2021-06-10","NUSA TENGGARA TIMUR",17044,718,15885,441
"2021-06-12","NUSA TENGGARA TIMUR",17104,722,15937,445
"2021-06-13","NUSA TENGGARA TIMUR",17164,715,16002,447
"2021-03-24","PAPUA",19088,8519,10369,200
"2021-03-28","PAPUA",19429,8798,10430,201
"2021-04-07","PAPUA",19788,8921,10662,205
"2021-04-12","PAPUA",20052,9012,10833,207
"2021-04-15","PAPUA",20127,9019,10901,207
"2021-04-16","PAPUA",20171,9022,10942,207
"2021-04-17","PAPUA",20184,8980,10997,207
"2021-04-18","PAPUA",20190,8949,11034,207
"2021-04-19","PAPUA",20219,8938,11074,207
"2021-04-20","PAPUA",20234,8928,11099,207
"2021-04-21","PAPUA",20258,8930,11121,207
"2021-04-22","PAPUA",20271,8918,11146,207
"2021-04-23","PAPUA",20279,8923,11149,207
"2021-04-24","PAPUA",20284,8913,11164,207
"2021-04-25","PAPUA",20292,8897,11188,207
"2021-04-26","PAPUA",20294,8880,11207,207
"2021-04-27","PAPUA",20308,8878,11223,207
"2021-04-30","PAPUA",20365,8840,11318,207
"2021-05-01","PAPUA",20365,8836,11322,207
"2021-05-02","PAPUA",20365,8804,11354,207
"2021-05-04","PAPUA",20368,8798,11363,207
"2021-05-06","PAPUA",20408,8798,11403,207
"2021-05-08","PAPUA",20411,8797,11407,207
"2021-05-10","PAPUA",20428,8796,11425,207
"2021-05-13","PAPUA",20433,8777,11449,207
"2021-05-14","PAPUA",20433,8773,11453,207
"2021-05-16","PAPUA",20433,8773,11453,207
"2021-05-19","PAPUA",20433,8773,11453,207
"2021-05-25","PAPUA",20461,8801,11453,207
"2021-05-26","PAPUA",20461,8801,11453,207
"2021-05-29","PAPUA",20461,8801,11453,207
"2021-05-31","PAPUA",20461,8801,11453,207
"2021-06-02","PAPUA",20461,8801,11453,207
"2021-06-10","PAPUA",20543,8819,11514,210
"2021-06-12","PAPUA",20593,8846,11535,212
"2021-06-13","PAPUA",20601,8834,11555,212
"2021-03-24","PAPUA BARAT",8149,509,7508,132
"2021-03-28","PAPUA BARAT",8264,470,7662,132
"2021-04-07","PAPUA BARAT",8452,403,7910,139
"2021-04-12","PAPUA BARAT",8543,383,8020,140
"2021-04-15","PAPUA BARAT",8648,430,8077,141
"2021-04-16","PAPUA BARAT",8676,429,8106,141
"2021-04-17","PAPUA BARAT",8703,382,8179,142
"2021-04-18","PAPUA BARAT",8720,388,8190,142
"2021-04-19","PAPUA BARAT",8728,375,8210,143
"2021-04-20","PAPUA BARAT",8741,363,8235,143
"2021-04-21","PAPUA BARAT",8753,365,8245,143
"2021-04-22","PAPUA BARAT",8783,359,8281,143
"2021-04-23","PAPUA BARAT",8807,357,8307,143
"2021-04-24","PAPUA BARAT",8827,361,8323,143
"2021-04-25","PAPUA BARAT",8830,344,8341,145
"2021-04-26","PAPUA BARAT",8841,340,8356,145
"2021-04-27","PAPUA BARAT",8879,355,8378,146
"2021-04-30","PAPUA BARAT",8942,282,8509,151
"2021-05-01","PAPUA BARAT",8974,282,8541,151
"2021-05-02","PAPUA BARAT",8986,281,8552,153
"2021-05-04","PAPUA BARAT",9008,272,8583,153
"2021-05-06","PAPUA BARAT",9041,254,8634,153
"2021-05-08","PAPUA BARAT",9081,242,8686,153
"2021-05-10","PAPUA BARAT",9095,221,8721,153
"2021-05-13","PAPUA BARAT",9141,212,8776,153
"2021-05-14","PAPUA BARAT",9144,200,8791,153
"2021-05-16","PAPUA BARAT",9155,185,8816,154
"2021-05-19","PAPUA BARAT",9182,132,8891,159
"2021-05-25","PAPUA BARAT",9251,101,8985,165
"2021-05-26","PAPUA BARAT",9265,109,8989,167
"2021-05-29","PAPUA BARAT",9294,117,9006,171
"2021-05-31","PAPUA BARAT",9316,134,9011,171
"2021-06-02","PAPUA BARAT",9330,129,9028,173
"2021-06-10","PAPUA BARAT",9422,80,9168,174
"2021-06-12","PAPUA BARAT",9450,87,9188,175
"2021-06-13","PAPUA BARAT",9464,95,9194,175
"2021-03-24","RIAU",33865,1133,31904,828
"2021-03-28","RIAU",34391,1421,32131,839
"2021-04-07","RIAU",36008,1615,33504,889
"2021-04-12","RIAU",37141,2142,34088,911
"2021-04-15","RIAU",37998,2509,34551,938
"2021-04-16","RIAU",38233,2541,34748,944
"2021-04-17","RIAU",38553,2643,34960,950
"2021-04-18","RIAU",38883,2686,35239,958
"2021-04-19","RIAU",39110,2700,35443,967
"2021-04-20","RIAU",39520,2874,35665,981
"2021-04-21","RIAU",39980,3108,35887,985
"2021-04-22","RIAU",40399,3358,36044,997
"2021-04-23","RIAU",40876,3582,36286,1008
"2021-04-24","RIAU",41297,3668,36612,1017
"2021-04-25","RIAU",41701,3839,36837,1025
"2021-04-26","RIAU",42315,4233,37043,1039
"2021-04-27","RIAU",42698,4274,37374,1050
"2021-04-30","RIAU",44277,4865,38327,1085
"2021-05-01","RIAU",44654,4893,38661,1100
"2021-05-02","RIAU",45237,4991,39130,1116
"2021-05-04","RIAU",46061,5185,39735,1141
"2021-05-06","RIAU",47151,5176,40799,1176
"2021-05-08","RIAU",48432,5670,41562,1200
"2021-05-10","RIAU",49437,5753,42444,1240
"2021-05-13","RIAU",51060,5716,44054,1290
"2021-05-14","RIAU",51172,5374,44492,1306
"2021-05-16","RIAU",51673,4741,45608,1324
"2021-05-19","RIAU",52696,4043,47271,1382
"2021-05-25","RIAU",56167,4869,49829,1469
"2021-05-26","RIAU",56906,5239,50171,1496
"2021-05-29","RIAU",58871,6045,51286,1540
"2021-05-31","RIAU",60070,6245,52238,1587
"2021-06-02","RIAU",61137,6114,53407,1616
"2021-06-10","RIAU",64643,4595,58315,1733
"2021-06-12","RIAU",65418,4342,59324,1752
"2021-06-13","RIAU",65740,4251,59724,1765
"2021-03-24","SULAWESI BARAT",5358,253,4993,112
"2021-03-28","SULAWESI BARAT",5363,187,5064,112
"2021-04-07","SULAWESI BARAT",5375,64,5197,114
"2021-04-12","SULAWESI BARAT",5390,62,5213,115
"2021-04-15","SULAWESI BARAT",5398,66,5216,116
"2021-04-16","SULAWESI BARAT",5402,64,5221,117
"2021-04-17","SULAWESI BARAT",5403,64,5222,117
"2021-04-18","SULAWESI BARAT",5404,61,5226,117
"2021-04-19","SULAWESI BARAT",5408,65,5226,117
"2021-04-20","SULAWESI BARAT",5414,70,5227,117
"2021-04-21","SULAWESI BARAT",5424,80,5227,117
"2021-04-22","SULAWESI BARAT",5431,86,5228,117
"2021-04-23","SULAWESI BARAT",5433,84,5232,117
"2021-04-24","SULAWESI BARAT",5436,86,5233,117
"2021-04-25","SULAWESI BARAT",5442,83,5242,117
"2021-04-26","SULAWESI BARAT",5442,81,5243,118
"2021-04-27","SULAWESI BARAT",5443,74,5251,118
"2021-04-30","SULAWESI BARAT",5447,76,5253,118
"2021-05-01","SULAWESI BARAT",5450,78,5254,118
"2021-05-02","SULAWESI BARAT",5472,94,5259,119
"2021-05-04","SULAWESI BARAT",5474,85,5270,119
"2021-05-06","SULAWESI BARAT",5475,75,5281,119
"2021-05-08","SULAWESI BARAT",5476,72,5285,119
"2021-05-10","SULAWESI BARAT",5481,68,5294,119
"2021-05-13","SULAWESI BARAT",5486,71,5295,120
"2021-05-14","SULAWESI BARAT",5486,71,5295,120
"2021-05-16","SULAWESI BARAT",5491,56,5315,120
"2021-05-19","SULAWESI BARAT",5496,45,5331,120
"2021-05-25","SULAWESI BARAT",5498,24,5354,120
"2021-05-26","SULAWESI BARAT",5498,24,5354,120
"2021-05-29","SULAWESI BARAT",5501,25,5356,120
"2021-05-31","SULAWESI BARAT",5501,21,5360,120
"2021-06-02","SULAWESI BARAT",5509,27,5361,121
"2021-06-10","SULAWESI BARAT",5598,102,5375,121
"2021-06-12","SULAWESI BARAT",5613,109,5383,121
"2021-06-13","SULAWESI BARAT",5613,90,5402,121
"2021-03-24","SULAWESI SELATAN",59217,1654,56655,908
"2021-03-28","SULAWESI SELATAN",59386,1315,57162,909
"2021-04-07","SULAWESI SELATAN",60311,641,58757,913
"2021-04-12","SULAWESI SELATAN",60713,464,59333,916
"2021-04-15","SULAWESI SELATAN",61018,604,59498,916
"2021-04-16","SULAWESI SELATAN",61063,583,59562,918
"2021-04-17","SULAWESI SELATAN",61098,606,59574,918
"2021-04-18","SULAWESI SELATAN",61120,618,59584,918
"2021-04-19","SULAWESI SELATAN",61137,606,59612,919
"2021-04-20","SULAWESI SELATAN",61215,601,59695,919
"2021-04-21","SULAWESI SELATAN",61280,621,59737,922
"2021-04-22","SULAWESI SELATAN",61300,481,59892,927
"2021-04-23","SULAWESI SELATAN",61327,414,59982,931
"2021-04-24","SULAWESI SELATAN",61341,407,60003,931
"2021-04-25","SULAWESI SELATAN",61348,363,60054,931
"2021-04-26","SULAWESI SELATAN",61362,307,60124,931
"2021-04-27","SULAWESI SELATAN",61419,324,60164,931
"2021-04-30","SULAWESI SELATAN",61495,300,60260,935
"2021-05-01","SULAWESI SELATAN",61520,309,60276,935
"2021-05-02","SULAWESI SELATAN",61524,300,60289,935
"2021-05-04","SULAWESI SELATAN",61558,317,60306,935
"2021-05-06","SULAWESI SELATAN",61581,261,60385,935
"2021-05-08","SULAWESI SELATAN",61625,273,60417,935
"2021-05-10","SULAWESI SELATAN",61663,289,60439,935
"2021-05-13","SULAWESI SELATAN",61702,288,60479,935
"2021-05-14","SULAWESI SELATAN",61708,290,60483,935
"2021-05-16","SULAWESI SELATAN",61714,291,60488,935
"2021-05-19","SULAWESI SELATAN",61795,305,60554,936
"2021-05-25","SULAWESI SELATAN",62015,375,60698,942
"2021-05-26","SULAWESI SELATAN",62024,381,60701,942
"2021-05-29","SULAWESI SELATAN",62107,357,60805,945
"2021-05-31","SULAWESI SELATAN",62176,394,60836,946
"2021-06-02","SULAWESI SELATAN",62229,381,60902,946
"2021-06-10","SULAWESI SELATAN",62587,490,61144,953
"2021-06-12","SULAWESI SELATAN",62655,495,61205,955
"2021-06-13","SULAWESI SELATAN",62672,503,61214,955
"2021-03-24","SULAWESI TENGAH",11019,909,9819,291
"2021-03-28","SULAWESI TENGAH",11108,863,9951,294
"2021-04-07","SULAWESI TENGAH",11424,757,10363,304
"2021-04-12","SULAWESI TENGAH",11579,674,10597,308
"2021-04-15","SULAWESI TENGAH",11722,608,10804,310
"2021-04-16","SULAWESI TENGAH",11748,603,10831,314
"2021-04-17","SULAWESI TENGAH",11818,671,10831,316
"2021-04-18","SULAWESI TENGAH",11825,669,10839,317
"2021-04-19","SULAWESI TENGAH",11906,663,10926,317
"2021-04-20","SULAWESI TENGAH",11921,639,10964,318
"2021-04-21","SULAWESI TENGAH",11947,599,11027,321
"2021-04-22","SULAWESI TENGAH",11954,576,11055,323
"2021-04-23","SULAWESI TENGAH",11992,606,11063,323
"2021-04-24","SULAWESI TENGAH",12038,647,11068,323
"2021-04-25","SULAWESI TENGAH",12047,648,11075,324
"2021-04-26","SULAWESI TENGAH",12086,675,11086,325
"2021-04-27","SULAWESI TENGAH",12125,691,11109,325
"2021-04-30","SULAWESI TENGAH",12282,761,11189,332
"2021-05-01","SULAWESI TENGAH",12302,754,11214,334
"2021-05-02","SULAWESI TENGAH",12316,756,11225,335
"2021-05-04","SULAWESI TENGAH",12394,640,11416,338
"2021-05-06","SULAWESI TENGAH",12470,534,11595,341
"2021-05-08","SULAWESI TENGAH",12517,531,11644,342
"2021-05-10","SULAWESI TENGAH",12540,476,11719,345
"2021-05-13","SULAWESI TENGAH",12665,560,11758,347
"2021-05-14","SULAWESI TENGAH",12681,545,11788,348
"2021-05-16","SULAWESI TENGAH",12685,529,11807,349
"2021-05-19","SULAWESI TENGAH",12724,421,11950,353
"2021-05-25","SULAWESI TENGAH",12802,245,12199,358
"2021-05-26","SULAWESI TENGAH",12819,250,12209,360
"2021-05-29","SULAWESI TENGAH",12879,259,12255,365
"2021-05-31","SULAWESI TENGAH",12896,262,12269,365
"2021-06-02","SULAWESI TENGAH",12932,237,12326,369
"2021-06-10","SULAWESI TENGAH",13053,222,12453,378
"2021-06-12","SULAWESI TENGAH",13071,213,12478,380
"2021-06-13","SULAWESI TENGAH",13080,218,12481,381
"2021-03-24","SULAWESI TENGGARA",10225,478,9543,204
"2021-03-28","SULAWESI TENGGARA",10249,451,9593,205
"2021-04-07","SULAWESI TENGGARA",10298,424,9668,206
"2021-04-12","SULAWESI TENGGARA",10319,404,9709,206
"2021-04-15","SULAWESI TENGGARA",10325,393,9726,206
"2021-04-16","SULAWESI TENGGARA",10331,373,9752,206
"2021-04-17","SULAWESI TENGGARA",10335,375,9754,206
"2021-04-18","SULAWESI TENGGARA",10347,383,9758,206
"2021-04-19","SULAWESI TENGGARA",10353,384,9763,206
"2021-04-20","SULAWESI TENGGARA",10361,374,9779,208
"2021-04-21","SULAWESI TENGGARA",10362,361,9792,209
"2021-04-22","SULAWESI TENGGARA",10372,350,9813,209
"2021-04-23","SULAWESI TENGGARA",10382,359,9814,209
"2021-04-24","SULAWESI TENGGARA",10385,361,9815,209
"2021-04-25","SULAWESI TENGGARA",10387,363,9815,209
"2021-04-26","SULAWESI TENGGARA",10390,366,9815,209
"2021-04-27","SULAWESI TENGGARA",10396,369,9818,209
"2021-04-30","SULAWESI TENGGARA",10420,326,9885,209
"2021-05-01","SULAWESI TENGGARA",10427,331,9886,210
"2021-05-02","SULAWESI TENGGARA",10427,330,9886,211
"2021-05-04","SULAWESI TENGGARA",10431,320,9899,212
"2021-05-06","SULAWESI TENGGARA",10443,283,9946,214
"2021-05-08","SULAWESI TENGGARA",10450,279,9957,214
"2021-05-10","SULAWESI TENGGARA",10455,272,9969,214
"2021-05-13","SULAWESI TENGGARA",10470,272,9983,215
"2021-05-14","SULAWESI TENGGARA",10470,272,9983,215
"2021-05-16","SULAWESI TENGGARA",10470,271,9984,215
"2021-05-19","SULAWESI TENGGARA",10477,231,10029,217
"2021-05-25","SULAWESI TENGGARA",10498,230,10051,217
"2021-05-26","SULAWESI TENGGARA",10498,228,10053,217
"2021-05-29","SULAWESI TENGGARA",10512,211,10084,217
"2021-05-31","SULAWESI TENGGARA",10520,218,10085,217
"2021-06-02","SULAWESI TENGGARA",10524,219,10088,217
"2021-06-10","SULAWESI TENGGARA",10574,242,10115,217
"2021-06-12","SULAWESI TENGGARA",10588,256,10115,217
"2021-06-13","SULAWESI TENGGARA",10596,261,10116,219
"2021-03-24","SULAWESI UTARA",15281,2386,12396,499
"2021-03-28","SULAWESI UTARA",15351,2432,12420,499
"2021-04-07","SULAWESI UTARA",15404,2372,12530,502
"2021-04-12","SULAWESI UTARA",15430,2239,12689,502
"2021-04-15","SULAWESI UTARA",15473,2261,12710,502
"2021-04-16","SULAWESI UTARA",15479,2265,12712,502
"2021-04-17","SULAWESI UTARA",15482,2268,12712,502
"2021-04-18","SULAWESI UTARA",15484,2259,12723,502
"2021-04-19","SULAWESI UTARA",15490,2208,12780,502
"2021-04-20","SULAWESI UTARA",15492,2210,12780,502
"2021-04-21","SULAWESI UTARA",15493,2200,12791,502
"2021-04-22","SULAWESI UTARA",15514,2220,12792,502
"2021-04-23","SULAWESI UTARA",15579,2277,12799,503
"2021-04-24","SULAWESI UTARA",15585,2282,12800,503
"2021-04-25","SULAWESI UTARA",15631,2317,12811,503
"2021-04-26","SULAWESI UTARA",15634,2170,12960,504
"2021-04-27","SULAWESI UTARA",15638,2173,12961,504
"2021-04-30","SULAWESI UTARA",15650,2051,13095,504
"2021-05-01","SULAWESI UTARA",15656,2012,13140,504
"2021-05-02","SULAWESI UTARA",15657,1910,13240,507
"2021-05-04","SULAWESI UTARA",15663,1840,13315,508
"2021-05-06","SULAWESI UTARA",15665,1712,13445,508
"2021-05-08","SULAWESI UTARA",15681,1665,13506,510
"2021-05-10","SULAWESI UTARA",15682,1605,13567,510
"2021-05-13","SULAWESI UTARA",15723,1448,13752,523
"2021-05-14","SULAWESI UTARA",15723,1090,14105,528
"2021-05-16","SULAWESI UTARA",15723,495,14691,537
"2021-05-19","SULAWESI UTARA",15727,395,14795,537
"2021-05-25","SULAWESI UTARA",15756,318,14898,540
"2021-05-26","SULAWESI UTARA",15760,318,14902,540
"2021-05-29","SULAWESI UTARA",15765,297,14921,547
"2021-05-31","SULAWESI UTARA",15772,278,14947,547
"2021-06-02","SULAWESI UTARA",15783,285,14951,547
"2021-06-10","SULAWESI UTARA",15844,259,15037,548
"2021-06-12","SULAWESI UTARA",15858,261,15049,548
"2021-06-13","SULAWESI UTARA",15860,260,15052,548
"2021-03-24","SUMATERA BARAT",31013,999,29335,679
"2021-03-28","SUMATERA BARAT",31455,1162,29611,682
"2021-04-07","SUMATERA BARAT",32440,1292,30448,700
"2021-04-12","SUMATERA BARAT",33126,1498,30910,718
"2021-04-15","SUMATERA BARAT",33559,1453,31376,730
"2021-04-16","SUMATERA BARAT",33727,1455,31538,734
"2021-04-17","SUMATERA BARAT",33933,1514,31678,741
"2021-04-18","SUMATERA BARAT",34137,1615,31777,745
"2021-04-19","SUMATERA BARAT",34226,1643,31836,747
"2021-04-20","SUMATERA BARAT",34402,1667,31982,753
"2021-04-21","SUMATERA BARAT",34916,2062,32093,761
"2021-04-22","SUMATERA BARAT",35202,2251,32188,763
"2021-04-23","SUMATERA BARAT",35434,2251,32418,765
"2021-04-24","SUMATERA BARAT",35729,2280,32677,772
"2021-04-25","SUMATERA BARAT",35963,2435,32755,773
"2021-04-26","SUMATERA BARAT",36056,2462,32815,779
"2021-04-27","SUMATERA BARAT",36268,2426,33058,784
"2021-04-30","SUMATERA BARAT",36931,2461,33675,795
"2021-05-01","SUMATERA BARAT",37110,2299,34008,803
"2021-05-02","SUMATERA BARAT",37380,2398,34173,809
"2021-05-04","SUMATERA BARAT",37582,2293,34470,819
"2021-05-06","SUMATERA BARAT",38261,2494,34932,835
"2021-05-08","SUMATERA BARAT",38844,2558,35442,844
"2021-05-10","SUMATERA BARAT",39343,2792,35685,866
"2021-05-13","SUMATERA BARAT",40111,2867,36366,878
"2021-05-14","SUMATERA BARAT",40111,2866,36367,878
"2021-05-16","SUMATERA BARAT",40252,2760,36608,884
"2021-05-19","SUMATERA BARAT",40904,2641,37356,907
"2021-05-25","SUMATERA BARAT",42722,3015,38758,949
"2021-05-26","SUMATERA BARAT",43012,3030,39030,952
"2021-05-29","SUMATERA BARAT",43858,3087,39793,978
"2021-05-31","SUMATERA BARAT",44258,3173,40091,994
"2021-06-02","SUMATERA BARAT",44667,3109,40554,1004
"2021-06-10","SUMATERA BARAT",46997,3734,42202,1061
"2021-06-12","SUMATERA BARAT",47507,3532,42901,1074
"2021-06-13","SUMATERA BARAT",47774,3477,43215,1082
"2021-03-24","SUMATERA SELATAN",17051,1040,15201,810
"2021-03-28","SUMATERA SELATAN",17443,1165,15450,828
"2021-04-07","SUMATERA SELATAN",18188,1418,15910,860
"2021-04-12","SUMATERA SELATAN",18566,1194,16487,885
"2021-04-15","SUMATERA SELATAN",18767,1070,16799,898
"2021-04-16","SUMATERA SELATAN",18844,1091,16854,899
"2021-04-17","SUMATERA SELATAN",18970,1101,16965,904
"2021-04-18","SUMATERA SELATAN",19071,1151,17014,906
"2021-04-19","SUMATERA SELATAN",19182,1158,17109,915
"2021-04-20","SUMATERA SELATAN",19275,1165,17180,930
"2021-04-21","SUMATERA SELATAN",19387,1196,17258,933
"2021-04-22","SUMATERA SELATAN",19506,1228,17340,938
"2021-04-23","SUMATERA SELATAN",19607,1269,17393,945
"2021-04-24","SUMATERA SELATAN",19732,1298,17486,948
"2021-04-25","SUMATERA SELATAN",19876,1315,17601,960
"2021-04-26","SUMATERA SELATAN",19975,1335,17671,969
"2021-04-27","SUMATERA SELATAN",20068,1341,17747,980
"2021-04-30","SUMATERA SELATAN",20448,1441,18014,993
"2021-05-01","SUMATERA SELATAN",20595,1508,18088,999
"2021-05-02","SUMATERA SELATAN",20725,1585,18132,1008
"2021-05-04","SUMATERA SELATAN",20949,1374,18550,1025
"2021-05-06","SUMATERA SELATAN",21208,1421,18744,1043
"2021-05-08","SUMATERA SELATAN",21500,1249,19191,1060
"2021-05-10","SUMATERA SELATAN",21771,1287,19413,1071
"2021-05-13","SUMATERA SELATAN",22096,1363,19648,1085
"2021-05-14","SUMATERA SELATAN",22163,1378,19694,1091
"2021-05-16","SUMATERA SELATAN",22314,1175,20035,1104
"2021-05-19","SUMATERA SELATAN",22563,957,20474,1132
"2021-05-25","SUMATERA SELATAN",23435,1204,21043,1188
"2021-05-26","SUMATERA SELATAN",23594,1299,21097,1198
"2021-05-29","SUMATERA SELATAN",24068,1269,21584,1215
"2021-05-31","SUMATERA SELATAN",24332,1354,21754,1224
"2021-06-02","SUMATERA SELATAN",24611,1444,21932,1235
"2021-06-10","SUMATERA SELATAN",25762,1432,23026,1304
"2021-06-12","SUMATERA SELATAN",26074,1527,23226,1321
"2021-06-13","SUMATERA SELATAN",26223,1443,23445,1335
"2021-03-24","SUMATERA UTARA",26818,2454,23467,897
"2021-03-28","SUMATERA UTARA",27120,2503,23714,903
"2021-04-07","SUMATERA UTARA",27848,2378,24547,923
"2021-04-12","SUMATERA UTARA",28220,2320,24964,936
"2021-04-15","SUMATERA UTARA",28415,2300,25174,941
"2021-04-16","SUMATERA UTARA",28481,2294,25243,944
"2021-04-17","SUMATERA UTARA",28544,2245,25354,945
"2021-04-18","SUMATERA UTARA",28605,2273,25386,946
"2021-04-19","SUMATERA UTARA",28674,2278,25447,949
"2021-04-20","SUMATERA UTARA",28741,2277,25513,951
"2021-04-21","SUMATERA UTARA",28809,2284,25573,952
"2021-04-22","SUMATERA UTARA",28875,2283,25639,953
"2021-04-23","SUMATERA UTARA",28940,2279,25703,958
"2021-04-24","SUMATERA UTARA",29004,2287,25759,958
"2021-04-25","SUMATERA UTARA",29066,2280,25824,962
"2021-04-26","SUMATERA UTARA",29135,2288,25884,963
"2021-04-27","SUMATERA UTARA",29198,2281,25952,965
"2021-04-30","SUMATERA UTARA",29399,2294,26135,970
"2021-05-01","SUMATERA UTARA",29458,2293,26191,974
"2021-05-02","SUMATERA UTARA",29522,2296,26250,976
"2021-05-04","SUMATERA UTARA",29653,2302,26375,976
"2021-05-06","SUMATERA UTARA",29805,2324,26499,982
"2021-05-08","SUMATERA UTARA",29982,2348,26648,986
"2021-05-10","SUMATERA UTARA",30147,2352,26803,992
"2021-05-13","SUMATERA UTARA",30390,2369,27023,998
"2021-05-14","SUMATERA UTARA",30476,2375,27101,1000
"2021-05-16","SUMATERA UTARA",30632,2386,27239,1007
"2021-05-19","SUMATERA UTARA",30910,2370,27527,1013
"2021-05-25","SUMATERA UTARA",31472,2419,28021,1032
"2021-05-26","SUMATERA UTARA",31557,2424,28098,1035
"2021-05-29","SUMATERA UTARA",31823,2381,28396,1046
"2021-05-31","SUMATERA UTARA",31993,2418,28523,1052
"2021-06-02","SUMATERA UTARA",32181,2443,28685,1053
"2021-06-10","SUMATERA UTARA",33026,2539,29401,1086
"2021-06-12","SUMATERA UTARA",33240,2550,29595,1095
"2021-06-13","SUMATERA UTARA",33313,2519,29692,1102
"2021-06-10","SUMATERA_SELATAN",5,5,0,0
"2021-06-12","SUMATERA_SELATAN",5,5,0,0
